UserId,Portal,InvoiceNo,OrderedOn,ShippedOn,VAT,SKU,OrderItemID,OrderID,Product,Qty,Sales,ShippingPrice,Total,Status,ShippingType,TrackingID,ReturnedOn,UID,ModelName
Z3D,Amazon,Z3DEK1617-15,,2016-12-08,14.5,XGDGJ71003319,68900000000000,403-6375387-6977128,Mobicture Pattern Cross Premium Printed Case For Samsung J7 2016 Version,1,399,0,399,Shipped,,,,Z3DEK1617-15,
Z3D,Amazon,Z3DEK1617-16,,2016-12-08,14.5,XGDH1M700901,21100000000000,403-1672579-4379527,Mobicture Cute Paintings Premium Printed Case For HTC One M7,1,399,0,399,Shipped,,,,Z3DEK1617-16,
Z3D,Amazon,Z3DEK1617-17,,2016-12-08,14.5,XGDIPT602944,27600000000000,171-0258070-7409956,Mobicture Star wars Premium Printed Case For Apple iPod Touch 6,1,399,0,399,Shipped,,,,Z3DEK1617-17,
Z3D,Amazon,Z3DEK1617-18,,2016-12-08,14.5,XGDLA7003585,64900000000000,404-0865499-9973907,Mobicture Cartoon Premium Printed Case For Lenovo A7000,1,399,0,399,Shipped,,,,Z3DEK1617-18,
Z3D,Amazon,Z3DEK1617-19,,2016-12-08,14.5,XGDLGK1003418,57700000000000,171-4488952-9887567,Mobicture Girl Abstract Premium Printed Case For LG K10,1,399,0,399,Shipped,,,,Z3DEK1617-19,
Z3D,Amazon,Z3DEK1617-20,,2016-12-08,14.5,XGDLVP1M03228,59000000000000,403-3268628-0781934,Mobicture Girl Abstract Premium Printed Case For Lenovo Vibe P1M,1,399,0,399,Shipped,,,,Z3DEK1617-20,
Z3D,Amazon,Z3DEK1617-21,,2016-12-08,14.5,XGDMA10700153,6170000000000,403-3768176-1252333,Mobicture Butterfly Glow Premium Printed Case For Micromax Canvas Fire 4 A107,1,399,0,399,Shipped,,,,Z3DEK1617-21,
Z3D,Amazon,Z3DEK1617-22,,2016-12-08,14.5,XGDMG301759,22200000000000,402-1929745-9196343,Mobicture Skull Premium Printed Case For Moto G3,1,399,0,399,Shipped,,,,Z3DEK1617-22,
Z3D,Amazon,Z3DEK1617-23,,2016-12-08,14.5,XGDMICYU00087,45300000000000,404-9917782-6204314,Mobicture Metal Hexagon Premium Printed Case For Micromax YU Yuphoria,1,399,0,399,Shipped,,,,Z3DEK1617-23,
Z3D,Amazon,Z3DEK1617-24,,2016-12-08,14.5,XGDMXF03177,41600000000000,404-9969105-7279521,Mobicture Pattern Premium Printed Case For Moto X Force,1,399,0,399,Shipped,,,,Z3DEK1617-24,
Z3D,Amazon,Z3DEK1617-25,,2016-12-08,14.5,XGDNL73003479,11800000000000,171-9364364-9140360,Mobicture Pattern Premium Printed Case For Nokia Lumia 730,1,399,0,399,Shipped,,,,Z3DEK1617-25,
Z3D,Amazon,Z3DEK1617-26,,2016-12-08,14.5,XGDOPT03501,30300000000000,403-8174788-6197952,Mobicture Pattern Premium Printed Case For OnePlus Two,1,399,0,399,Shipped,,,,Z3DEK1617-26,
Z3D,Amazon,Z3DEK1617-27,,2016-12-08,14.5,XGDS600529,31800000000000,403-6160862-0528367,Mobicture Sniper Army Premium Printed Case For Sasmung Galaxy S6,1,399,0,399,Shipped,,,,Z3DEK1617-27,
Z3D,Amazon,Z3DEK1617-28,,2016-12-08,14.5,XGDSGA7201603162,40100000000000,404-9127581-8082741,Mobicture Girl Abstract Premium Printed Case For Samsung A710 2016 Version,1,399,0,399,Shipped,,,,Z3DEK1617-28,
Z3D,Amazon,Z3DEK1617-29,,2016-12-08,14.5,XGDSGA7201603162,35300000000000,404-2028453-0165911,Mobicture Girl Abstract Premium Printed Case For Samsung A710 2016 Version,1,399,0,399,Shipped,,,,Z3DEK1617-29,
Z3D,Amazon,Z3DEK1617-30,,2016-12-08,14.5,XGDSGGP03265,2770000000000,403-3038787-4571530,Mobicture Girl Abstract Premium Printed Case For Samsung Grand Prime 5308,1,399,0,399,Shipped,,,,Z3DEK1617-30,
Z3D,Amazon,Z3DEK1617-31,,2016-12-08,14.5,XGDSGN203524,4880000000000,404-9571810-0168319,Mobicture Pattern Premium Printed Case For Samsung Note 2,1,399,0,399,Shipped,,,,Z3DEK1617-31,
Z3D,Amazon,Z3DEK1617-32,,2016-12-08,14.5,XGDSGN503279,15600000000000,404-0256549-1161134,Mobicture Nature Abstract Premium Printed Case For Samsung Note 5,1,399,0,399,Shipped,,,,Z3DEK1617-32,
Z3D,Amazon,Z3DEK1617-33,,2016-12-08,14.5,XGDSXM501203,35600000000000,402-8507822-6607506,Mobicture Lighter Premium Printed Case For Sony Xperia M5,1,399,0,399,Shipped,,,,Z3DEK1617-33,
Z3D,Amazon,Z3DEK1617-34,,2016-12-08,14.5,XGDSXM502061,63000000000000,171-0621154-1181158,Mobicture Music Premium Printed Case For Sony Xperia M5,1,399,0,399,Shipped,,,,Z3DEK1617-34,
Z3D,Amazon,Z3DEK1617-35,,2016-12-08,14.5,XGDSXZ202738,65300000000000,171-3756153-9592317,Mobicture Pattern Premium Printed Case For Sony Xperia Z2 L50W,1,399,0,399,Shipped,,,,Z3DEK1617-35,
Z3D,Amazon,Z3DEK1617-36,,2016-12-08,14.5,XGDVV3M00510,6360000000000,402-8038796-5692356,Mobicture Monster Army Premium Printed Case For Vivo V3 Max,1,399,0,399,Shipped,,,,Z3DEK1617-36,
Z3D,Amazon,Z3DEK1617-37,,2016-12-08,14.5,XGDXRN300087,61400000000000,403-9985734-5415537,Mobicture XGADXRN300087 Metal Hexagon Premium Printed Case For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-37,
Z3D,Amazon,Z3DEK1617-38,,2016-12-08,14.5,XGDXRN300087,52500000000000,171-2334777-3286748,Mobicture XGADXRN300087 Metal Hexagon Premium Printed Case For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-38,
Z3D,Amazon,Z3DEK1617-39,,2016-12-08,14.5,XGDXRN300153,67600000000000,403-6416682-5785930,Mobicture Butterfly Glow Premium Printed Case For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-39,
Z3D,Amazon,Z3DEK1617-40,,2016-12-08,14.5,XGDXRN300187,66000000000000,402-2588792-1181107,Mobicture Dog with Headphones Premium Printed Case For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-40,
Z3D,Amazon,Z3DEK1617-41,,2016-12-08,14.5,XGDXRN300473,14800000000000,403-3214692-5610733,Mobicture Fox Hound Logo Premium Printed Case For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-41,
Z3D,Amazon,Z3DEK1617-42,,2016-12-08,14.5,XGDXRN300693,30100000000000,404-5611582-2877914,Mobicture Dance With Music Premium Printed Case For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-42,
Z3D,Amazon,Z3DEK1617-43,,2016-12-08,14.5,XGDXRN300863,62500000000000,404-2842913-7638746,Mobicture Jesus Loves You Premium Printed Case For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-43,
Z3D,Amazon,Z3DEK1617-44,,2016-12-08,14.5,XGDXRN300981,26700000000000,402-6769386-0494764,Mobicture Lion Abstract Premium Printed Case For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-44,
Z3D,Amazon,Z3DEK1617-45,,2016-12-08,14.5,XGDXRN301308,1610000000000,403-3106684-6190746,Mobicture Skull Abstract Premium Printed Case For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-45,
Z3D,Amazon,Z3DEK1617-46,,2016-12-08,14.5,XGDXRN301354,8580000000000,171-7282254-4346763,Mobicture Skull Art Premium Printed Case For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-46,
Z3D,Amazon,Z3DEK1617-47,,2016-12-08,14.5,XGDXRN302288,64400000000000,402-5711701-1341910,Mobicture Girl Abstract Premium Printed Case For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-47,
Z3D,Amazon,Z3DEK1617-48,,2016-12-08,14.5,XNIMG4P195,55200000000000,402-0654243-5799500,Mobicture Premium Printed Back Case Cover With Full protection For Motorola Moto G4/Moto G4 plus,1,399,0,399,Shipped,,,,Z3DEK1617-48,
Z3D,Amazon,Z3DEK1617-49,,2016-12-08,14.5,XNIS7E195,65200000000000,403-5179836-0002700,Mobicture Harry Potter Printed Phone Case for Samsung Galaxy S7 Edge,1,399,0,399,Shipped,,,,Z3DEK1617-49,
Z3D,Amazon,Z3DEK1617-50,,2016-12-08,14.5,XNIS7E195,46900000000000,402-0489054-0708303,Mobicture Harry Potter Printed Phone Case for Samsung Galaxy S7 Edge,1,399,0,399,Shipped,,,,Z3DEK1617-50,
Z3D,Amazon,Z3DEK1617-51,,2016-12-08,14.5,XNIS7E195,7030000000000,402-4541127-2841919,Mobicture Harry Potter Printed Phone Case for Samsung Galaxy S7 Edge,1,399,0,399,Shipped,,,,Z3DEK1617-51,
Z3D,Amazon,Z3DEK1617-52,,2016-12-08,14.5,XNISGA72016202,16900000000000,403-3954974-3089936,Mobicture Hookah Repeat Printed Phone Case for Samsung Galaxy A710 2016::Samsung Galaxy A7 2016,1,399,0,399,Shipped,,,,Z3DEK1617-52,
Z3D,Amazon,Z3DEK1617-53,,2016-12-08,14.5,XNIVY5L322,65900000000000,402-2267334-0476358,Mobicture Premium Printed Back Case Cover With Full protection For Vivo Y51L,1,399,0,399,Shipped,,,,Z3DEK1617-53,
Z3D,Amazon,Z3DEK1617-54,,2016-12-08,14.5,XNIVY5L323,46100000000000,171-9266281-3126765,Mobicture Premium Printed Back Case Cover With Full protection For Vivo Y51L,1,399,0,399,Shipped,,,,Z3DEK1617-54,
Z3D,Amazon,Z3DEK1617-53,,2016-12-08,14.5,XNIVY5L323,30000000000000,402-2267334-0476358,Mobicture Premium Printed Back Case Cover With Full protection For Vivo Y51L,1,399,0,399,Shipped,,,,Z3DEK1617-53,
Z3D,Amazon,Z3DEK1617-56,,2016-12-08,14.5,XNIXRN3195,61900000000000,171-6966480-7476364,Mobicture Harry Potter Printed Phone Case for Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-56,
Z3D,Amazon,Z3DEK1617-57,,2016-12-08,14.5,XZDV2AZMX186,8940000000000,402-2369322-0447540,Mobicture Premium Printed Back Case Cover With Full protection For Asus Zenfone Max,1,399,0,399,Shipped,,,,Z3DEK1617-57,
Z3D,Amazon,Z3DEK1617-58,,2016-12-08,14.5,XZDV2GJ5186,43300000000000,404-1336590-3777147,Mobicture Premium Printed Back Case Cover With Full protection For Samsung Galaxy J5,1,399,0,399,Shipped,,,,Z3DEK1617-58,
Z3D,Amazon,Z3DEK1617-59,,2016-12-08,14.5,XZDV2GJ710130,9880000000000,404-2648273-1369962,Mobicture Premium Printed Back Case Cover With Full protection For Samsung Galaxy J7 2016/Samsung Galaxy J710,1,399,0,399,Shipped,,,,Z3DEK1617-59,
Z3D,Amazon,Z3DEK1617-60,,2016-12-08,14.5,XZDV2GJ7121,49500000000000,404-6574307-6913959,Mobicture Premium Printed Back Case Cover With Full protection For Samsung Galaxy J7,1,399,0,399,Shipped,,,,Z3DEK1617-60,
Z3D,Amazon,Z3DEK1617-61,,2016-12-08,14.5,XZDV2GS4041,65100000000000,404-7557517-5169921,Mobicture Premium Printed Back Case Cover With Full protection For Samsung Galaxy S4,1,399,0,399,Shipped,,,,Z3DEK1617-61,
Z3D,Amazon,Z3DEK1617-62,,2016-12-08,14.5,XZDV2IP4121,49800000000000,403-3564947-9456354,Mobicture Premium Printed Back Case Cover With Full protection For Apple iPhone 4/Apple iPhone 4s,1,399,0,399,Shipped,,,,Z3DEK1617-62,
Z3D,Amazon,Z3DEK1617-63,,2016-12-08,14.5,XZDV2IP4121,35700000000000,403-6095581-5873910,Mobicture Premium Printed Back Case Cover With Full protection For Apple iPhone 4/Apple iPhone 4s,1,399,0,399,Shipped,,,,Z3DEK1617-63,
Z3D,Amazon,Z3DEK1617-64,,2016-12-08,14.5,XZDV2IP5033,42300000000000,171-8350723-6110728,Mobicture Premium Printed Back Case Cover With Full protection For Apple iPhone 5/Apple iPhone 5s/Apple iPhone SE,1,399,0,399,Shipped,,,,Z3DEK1617-64,
Z3D,Amazon,Z3DEK1617-65,,2016-12-08,14.5,XZDV2IPT6135,54400000000000,403-5832138-0617943,Mobicture Premium Printed Back Case Cover With Full protection For Apple iPod Touch 6 Generation,1,399,0,399,Shipped,,,,Z3DEK1617-65,
Z3D,Amazon,Z3DEK1617-66,,2016-12-08,14.5,XZDV2LIX8135,66600000000000,403-3813071-6252308,Mobicture Premium Printed Back Case Cover With Full protection For Lava Iris X8,1,399,0,399,Shipped,,,,Z3DEK1617-66,
Z3D,Amazon,Z3DEK1617-67,,2016-12-08,14.5,XZDV2LK4N186,56800000000000,404-3843780-2233935,Mobicture Premium Printed Back Case Cover With Full protection For Lenovo K4 Note,1,399,0,399,Shipped,,,,Z3DEK1617-67,
Z3D,Amazon,Z3DEK1617-68,,2016-12-08,14.5,XZDV2MG4P033,30100000000000,402-3973613-2128369,Mobicture Premium Printed Back Case Cover With Full protection For Motorola Moto G4/Motorola Moto G4 plus,1,399,0,399,Shipped,,,,Z3DEK1617-68,
Z3D,Amazon,Z3DEK1617-69,,2016-12-08,14.5,XZDV2MG4P041,23200000000000,402-5152685-4231523,Mobicture Premium Printed Back Case Cover With Full protection For Motorola Moto G4/Motorola Moto G4 plus,1,399,0,399,Shipped,,,,Z3DEK1617-69,
Z3D,Amazon,Z3DEK1617-70,,2016-12-08,14.5,XZDV2NEX5033,12900000000000,403-6330117-1239551,Mobicture Premium Printed Back Case Cover With Full protection For LG Nexus 5,1,399,0,399,Shipped,,,,Z3DEK1617-70,
Z3D,Amazon,Z3DEK1617-71,,2016-12-08,14.5,XZDV2NEX5186,55000000000000,402-7536647-4413931,Mobicture Premium Printed Back Case Cover With Full protection For LG Nexus 5,1,399,0,399,Shipped,,,,Z3DEK1617-71,
Z3D,Amazon,Z3DEK1617-72,,2016-12-08,14.5,XZDV2OP3186,48400000000000,402-4526422-4298721,Mobicture Premium Printed Back Case Cover With Full protection For OnePlus 3,1,399,0,399,Shipped,,,,Z3DEK1617-72,
Z3D,Amazon,Z3DEK1617-73,,2016-12-08,14.5,XZDV2VV3M016,37700000000000,404-3002198-5185146,Mobicture Premium Printed Back Case Cover With Full protection For Vivo V3 Max,1,399,0,399,Shipped,,,,Z3DEK1617-73,
Z3D,Amazon,Z3DEK1617-74,,2016-12-08,14.5,XZDV2XRN3011,51600000000000,404-6808804-9264356,Mobicture Premium Printed Back Case Cover With Full protection For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-74,
Z3D,Amazon,Z3DEK1617-75,,2016-12-08,14.5,XZDV2XRN3011,15200000000000,171-2192185-9489928,Mobicture Premium Printed Back Case Cover With Full protection For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-75,
Z3D,Amazon,Z3DEK1617-76,,2016-12-08,14.5,XZDV2XRN3032,29800000000000,404-6159350-9155540,Mobicture Premium Printed Back Case Cover With Full protection For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-76,
Z3D,Amazon,Z3DEK1617-77,,2016-12-08,14.5,XZDV2XRN3121,33600000000000,404-6775560-1530756,Mobicture Premium Printed Back Case Cover With Full protection For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-77,
Z3D,Amazon,Z3DEK1617-78,,2016-12-08,14.5,XZDV2XRN3168,31100000000000,402-7552240-7949160,Mobicture XZDV2XRN3168 Premium Printed Back Case Cover With Full protection For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-78,
Z3D,Amazon,Z3DEK1617-79,,2016-12-08,14.5,XZDV2XRN3168,5810000000000,171-2435765-6813930,Mobicture XZDV2XRN3168 Premium Printed Back Case Cover With Full protection For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-79,
Z3D,Amazon,Z3DEK1617-80,,2016-12-08,14.5,XZDV2XRN3168,34800000000000,402-8838274-0187511,Mobicture XZDV2XRN3168 Premium Printed Back Case Cover With Full protection For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-80,
Z3D,Amazon,Z3DEK1617-81,,2016-12-08,14.5,XZDV2XRN3168,31800000000000,403-4257700-7167508,Mobicture XZDV2XRN3168 Premium Printed Back Case Cover With Full protection For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-81,
Z3D,Amazon,Z3DEK1617-82,,2016-12-08,14.5,XZDV2XRN3168,49300000000000,404-5112941-2394752,Mobicture XZDV2XRN3168 Premium Printed Back Case Cover With Full protection For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-82,
Z3D,Amazon,Z3DEK1617-83,,8/13/2016,14.5,3D-DEC-EBY-GalaxyA3(2015)-D2503,57200000000000,402-8997411-9073913,Ebby Premium Printed Back Case Cover With Full protection For Samsung Galaxy A3 (2015 Old Version) / Samsung Galaxy A3 A300F (2015) (Designer Case),1,399,0,399,Shipped,,,,Z3DEK1617-83,
Z3D,Amazon,Z3DEK1617-84,,8/13/2016,14.5,3D-DEC-EBY-GalaxyA3(2016)-D2144,19200000000000,404-5791114-7730761,Ebby Premium Printed Mobile Back Case Cover With Full protection For Samsung Galaxy A3 A310 (2016 Edition) (Designer Case),1,399,0,399,Shipped,,,,Z3DEK1617-84,
Z3D,Amazon,Z3DEK1617-85,,8/13/2016,14.5,3D-DEC-EBY-GalaxyA5(2016)-D2702,5850000000000,404-8885052-3745166,Ebby Premium Printed Mobile Back Case Cover With Full protection For Samsung Galaxy A5 A510 (2016 Edition) (Designer Case),1,399,0,399,Shipped,,,,Z3DEK1617-85,
Z3D,Amazon,Z3DEK1617-86,,8/13/2016,14.5,3D-DEC-EBY-MOTOG2-D1675,9100000000000,404-0831804-7710729,Ebby Premium Printed Mobile Mobile Back Case Cover With Full protection For Motorola Moto G2 (Designer Case),1,399,0,399,Shipped,,,,Z3DEK1617-86,
Z3D,Amazon,Z3DEK1617-87,,8/13/2016,14.5,3D-DEK-EBY-REDNOTE3-W350,39300000000000,403-0768835-1203505,Ebby Premium Printed Back Case Cover With Full protection For Xiaomi Redmi Note 3 (Designer Case),1,399,0,399,Shipped,,,,Z3DEK1617-87,
Z3D,Amazon,Z3DEK1617-88,,8/13/2016,14.5,3D-DEK-EBY-SAME7-Q108,53900000000000,403-9174678-4775555,Ebby Premium Printed Back Case Cover With Full protection For Samsung Galaxy E7 (Designer Case),1,399,0,399,Shipped,,,,Z3DEK1617-88,
Z3D,Amazon,Z3DEK1617-89,,8/13/2016,14.5,3D-DEK-EBY-SAMN3-U069,32900000000000,404-4373997-7961136,Ebby Premium Printed Back Case Cover With Full protection For Samsung Galaxy Note 3 (Designer Case),1,399,0,399,Shipped,,,,Z3DEK1617-89,
Z3D,Amazon,Z3DEK1617-90,,8/13/2016,14.5,NIIP6150,3040000000000,404-1903621-4662765,Mobicture Floral Girl Printed Phone Case for iPhone 6/6s,1,399,0,399,Shipped,,,,Z3DEK1617-90,
Z3D,Amazon,Z3DEK1617-91,,8/13/2016,14.5,NIIP6252,3030000000000,171-7361109-2473167,Mobicture London Fusion Printed Phone Case for iPhone 6/6s,1,399,0,399,Shipped,,,,Z3DEK1617-91,
Z3D,Amazon,Z3DEK1617-92,,8/13/2016,14.5,NIIP6308,33700000000000,403-1394068-6467550,Mobicture Pataka Printed Phone Case for iPhone 6/6s,1,399,0,399,Shipped,,,,Z3DEK1617-92,
Z3D,Amazon,Z3DEK1617-93,,8/13/2016,14.5,NIIP6P308,35600000000000,402-4207853-2865103,Mobicture Pataka Printed Phone Case for iPhone 6PLUS / 6sPLUS,1,399,0,399,Shipped,,,,Z3DEK1617-93,
Z3D,Amazon,Z3DEK1617-94,,8/13/2016,14.5,NILPV1186,52800000000000,402-0364664-1293100,Mobicture Golden Hello Printed Phone Case for Lava Pixel V1,1,399,0,399,Shipped,,,,Z3DEK1617-94,
Z3D,Amazon,Z3DEK1617-95,,8/13/2016,14.5,NIMG3150,59100000000000,171-8814147-0988336,Mobicture Floral Girl Printed Phone Case for Motorola Moto G3 (3rd gen),1,399,0,399,Shipped,,,,Z3DEK1617-95,
Z3D,Amazon,Z3DEK1617-96,,8/13/2016,14.5,XGDAZMX02584,58000000000000,171-4289740-9978759,Mobicture Girl Abstract Premium Printed Case For Asus Zenfone Max,1,399,0,399,Shipped,,,,Z3DEK1617-96,
Z3D,Amazon,Z3DEK1617-97,,8/13/2016,14.5,XGDGJ200732,30800000000000,404-8712742-2513148,Mobicture Silver Balls Premium Printed Case For Samsung J2,1,399,0,399,Shipped,,,,Z3DEK1617-97,
Z3D,Amazon,Z3DEK1617-98,,8/13/2016,14.5,XGDHD82602658,39000000000000,404-7513595-9461146,Mobicture Pattern Premium Printed Case For HTC Desire 826,1,399,0,399,Shipped,,,,Z3DEK1617-98,
Z3D,Amazon,Z3DEK1617-99,,8/13/2016,14.5,XGDIP6P03123,63400000000000,402-1671917-7437930,Mobicture Animal Premium Printed Case For Apple iPhone 6 Plus/6s Plus,1,399,0,399,Shipped,,,,Z3DEK1617-99,
Z3D,Amazon,Z3DEK1617-100,,8/13/2016,14.5,XGDLGK1003242,17400000000000,171-0760158-9225121,Mobicture Boy Premium Printed Case For LG K10,1,399,0,399,Shipped,,,,Z3DEK1617-100,
Z3D,Amazon,Z3DEK1617-101,,8/13/2016,14.5,XGDMG202660,30800000000000,402-5824605-8899502,Mobicture Budha Premium Printed Case For Moto G2,1,399,0,399,Shipped,,,,Z3DEK1617-101,
Z3D,Amazon,Z3DEK1617-102,,8/13/2016,14.5,XGDOF1P00332,54500000000000,404-0191574-3565152,Mobicture Love Minions Premium Printed Case For Oppo F1 plus,1,399,0,399,Shipped,,,,Z3DEK1617-102,
Z3D,Amazon,Z3DEK1617-103,,8/13/2016,14.5,XGDVY5L00049,55400000000000,403-9250227-5701925,Mobicture Sun Glow Green Premium Printed Case For Vivo Y51L,1,399,0,399,Shipped,,,,Z3DEK1617-103,
Z3D,Amazon,Z3DEK1617-104,,8/13/2016,14.5,XGDXRN300087,53100000000000,404-1653191-7552348,Mobicture XGADXRN300087 Metal Hexagon Premium Printed Case For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-104,
Z3D,Amazon,Z3DEK1617-105,,8/13/2016,14.5,XGDXRN300087,60100000000000,402-4283173-4857909,Mobicture XGADXRN300087 Metal Hexagon Premium Printed Case For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-105,
Z3D,Amazon,Z3DEK1617-106,,8/13/2016,14.5,XGDXRN300240,9760000000000,171-9259294-1263567,Mobicture Lion king Premium Printed Case For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-106,
Z3D,Amazon,Z3DEK1617-107,,8/13/2016,14.5,XGDXRN300240,58600000000000,171-2083800-1021144,Mobicture Lion king Premium Printed Case For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-107,
Z3D,Amazon,Z3DEK1617-108,,8/13/2016,14.5,XGDXRN300262,14800000000000,403-7914324-2900301,Mobicture Life Goes On Premium Printed Case For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-108,
Z3D,Amazon,Z3DEK1617-109,,8/13/2016,14.5,XGDXRN300981,27500000000000,402-4806839-2697133,Mobicture Lion Abstract Premium Printed Case For Xiaomi Redmi Note 3,1,399,0,399,Shipped,,,,Z3DEK1617-109,
